2 1:308.03058 2:24.465193 3:6.0895305 4:-4.8276005 5:4.5910697 6:-10.211295 7:1.983293 8:-3.6726966 9:7.505509 10:-4.4527574 11:5.090522 12:-3.8797772 13:3.7614768 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:309.54 2:30.574018 3:0.14109674 4:-5.0362954 5:3.164022 6:-13.639116 7:4.6601133 8:-3.3170865 9:8.843517 10:-5.194545 11:7.1417007 12:-5.664918 13:4.3477535 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:317.5765 2:26.177683 3:0.5659439 4:-7.395122 5:3.7009604 6:-13.098957 7:4.4561615 8:-0.7658874 9:7.0397844 10:-5.3295865 11:6.236067 12:-4.699846 13:4.5886283 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:322.95456 2:27.683846 3:-4.678838 4:-7.980261 5:4.3911543 6:-12.913574 7:4.7827373 8:-0.6402 9:7.067141 10:-7.685849 11:7.9354978 12:-4.2167473 13:5.184091 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:331.80054 2:22.139193 3:-2.9062045 4:-9.334598 5:3.8456018 6:-11.020589 7:4.197493 8:-0.33087066 9:6.1261635 10:-6.564388 11:6.4848194 12:-2.6210675 13:4.573391 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:330.73734 2:27.809488 3:-9.3861475 4:-8.230074 5:6.146132 6:-11.584626 7:5.742295 8:-2.3116827 9:6.351162 10:-7.9476385 11:7.8273234 12:-3.3294253 13:6.373154 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:333.27936 2:25.149954 3:-9.293518 4:-8.77825 5:6.9589434 6:-10.082446 7:4.173805 8:-3.5442379 9:6.580026 10:-7.70742 11:8.139014 12:-1.4362792 13:5.8781276 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:335.44647 2:26.095135 3:-12.520969 4:-6.8717604 5:7.4807477 6:-8.887887 7:3.8882318 8:-6.21764 9:7.551664 10:-8.298527 11:9.98842 12:-1.3683789 13:5.713814 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:335.06717 2:23.882996 3:-11.612759 4:-6.5030813 5:9.618219 6:-8.536611 7:2.9706185 8:-6.5682096 9:6.247767 10:-6.738609 11:9.310511 12:-1.1268187 13:5.1275015 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:338.36514 2:24.260181 3:-12.297444 4:-6.7190475 5:12.170254 6:-9.024594 7:1.8314087 8:-7.1483355 9:5.715293 10:-6.364053 11:10.010529 12:-1.6037083 13:4.451533 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:336.43317 2:24.168163 3:-13.370825 4:-5.098392 5:13.303882 6:-9.401618 7:2.6879604 8:-8.649739 9:6.3805676 10:-6.5234976 11:9.947563 12:-1.5787525 13:4.169949 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:338.36523 2:23.114176 3:-13.415453 4:-0.9446674 5:14.693568 6:-9.933751 7:1.6447557 8:-9.804882 9:6.6639223 10:-7.048082 11:8.021895 12:-3.0905905 13:3.2758772 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:338.70862 2:20.888273 3:-11.663178 4:-0.6328144 5:14.30392 6:-8.979406 7:0.7786755 8:-8.686676 9:6.3587947 10:-6.802419 11:7.2760606 12:-3.0071583 13:2.9894476 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:341.44757 2:17.706293 3:-10.453806 4:4.0159426 5:15.164622 6:-7.3447576 7:2.4222138 8:-9.045498 9:6.1551766 10:-7.9709587 11:4.35884 12:-3.7112088 13:1.537155 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:339.3609 2:18.19909 3:-10.838589 4:5.5157013 5:16.53885 6:-7.480556 7:3.7901855 8:-9.43848 9:7.0091887 10:-9.369012 11:3.720139 12:-4.252739 13:0.8854391 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:335.49918 2:15.005051 3:-7.9315376 4:8.771292 5:15.314628 6:-8.258787 7:2.6798203 8:-7.279639 9:8.301599 10:-6.935049 11:5.080588 12:-3.2126546 13:1.229512 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:332.5901 2:13.537005 3:-8.223936 4:9.272091 5:15.398218 6:-8.041189 7:3.503544 8:-6.2902713 9:9.970952 10:-4.478343 11:6.596904 12:-2.6509864 13:1.1194814 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:324.82742 2:14.92891 3:-8.730782 4:8.503183 5:16.003704 6:-7.344958 7:5.4075394 8:-4.491709 9:10.18568 10:-4.4012237 11:5.10738 12:-3.4685898 13:2.3323781 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:324.59857 2:11.472609 3:-6.7174854 4:5.879123 5:18.572111 6:-5.392305 7:4.3053536 8:-2.4875925 9:7.3976674 10:-4.4348617 11:4.5634995 12:-3.563486 13:3.7245924 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:315.2283 2:10.949111 3:-3.5993738 4:1.9047593 5:18.119194 6:-4.3466864 7:2.614813 8:-3.0129151 9:5.2677174 10:-2.610272 11:4.105415 12:-3.823567 13:2.4310498 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:308.0297 2:12.764345 3:-2.0388138 4:-1.0695418 5:16.244646 6:-3.4726496 7:2.581987 8:-4.012356 9:4.557427 10:-2.19052 11:3.5089169 12:-4.220821 13:2.2019615 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:300.72626 2:12.757778 3:-1.1064148 4:-2.6843781 5:13.305212 6:-5.882393 7:2.6487763 8:-4.299116 9:4.892684 10:-3.6341887 11:4.5250616 12:-0.77506167 13:3.0408773 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:297.3209 2:10.881058 3:-1.8159982 4:-2.001914 5:14.427343 6:-4.1501093 7:2.8781502 8:-4.665232 9:4.637726 10:-4.2405095 11:5.252482 12:0.098291494 13:2.667599 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:289.99518 2:10.024049 3:-2.6478717 4:-4.484187 5:14.552391 6:-2.8644505 7:4.6638365 8:-1.7397872 9:4.298528 10:-2.9332535 11:6.0120316 12:-1.0932441 13:1.4226037 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:289.83612 2:9.358109 3:-1.2343802 4:-4.345626 5:12.236543 6:-3.676268 7:6.57772 8:-2.3977487 9:3.582847 10:-1.1360207 11:4.198168 12:-0.699984 13:-0.3402971 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:288.4487 2:5.3189464 3:3.1161664 4:-5.4066653 5:15.327282 6:-0.44542992 7:2.1281333 8:-1.5858197 9:4.9201574 10:-1.8368775 11:3.7728984 12:-0.8352635 13:-0.5083715 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:285.46265 2:3.3504922 3:3.8256352 4:-2.4731746 5:16.666887 6:-0.12064943 7:2.9598212 8:-1.9552269 9:1.3523914 10:-3.0517373 11:3.8501177 12:-0.37485975 13:2.0003417 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:287.87088 2:5.25891 3:4.817575 4:-4.1119504 5:13.536882 6:-0.5347414 7:2.4350224 8:-0.47690323 9:3.4299574 10:-3.8726373 11:4.2486095 12:-0.5443378 13:2.1362104 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:289.32748 2:4.39675 3:6.0087605 4:-4.4746437 5:13.030872 6:-0.92711765 7:1.9565963 8:-1.1524985 9:2.7281592 10:-3.1290574 11:3.0140023 12:0.50746894 13:2.1668947 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:294.32352 2:9.659095 3:12.319343 4:-7.5220065 5:9.190378 6:-4.2170815 7:1.1706613 8:-0.6326993 9:3.9361832 10:-0.9180979 11:2.6283343 12:-0.48795584 13:1.0223421 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:299.24933 2:12.117962 3:12.04622 4:-5.39515 5:8.829908 6:-5.9657216 7:1.8865099 8:-0.88415784 9:5.111166 10:-1.4637572 11:1.9546105 12:-1.2981396 13:1.7524688 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:309.10376 2:23.75344 3:5.9749994 4:-5.25557 5:8.700973 6:-7.814243 7:2.0198429 8:-5.6889462 9:8.027008 10:-3.6404004 11:3.0831046 12:-3.8694372 13:3.4884186 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:312.29633 2:27.895912 3:3.6442223 4:-4.160645 5:9.091093 6:-9.844103 7:2.7621982 8:-7.39736 9:8.599127 10:-3.750508 11:1.9015974 12:-4.9178033 13:3.7495975 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:315.707 2:29.300882 3:3.1205497 4:-3.640952 5:8.791121 6:-10.644165 7:1.0515558 8:-8.962136 9:9.084625 10:-4.556147 11:3.2118342 12:-4.8776217 13:3.8711116 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:317.65173 2:29.432613 3:3.286151 4:-3.088976 5:8.741206 6:-10.628199 7:-0.55548036 8:-9.849208 9:9.058474 10:-4.435117 11:4.0578094 12:-4.947473 13:4.4215393 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:318.66562 2:26.580828 3:6.403442 4:-3.926522 5:8.1129465 6:-10.657701 7:-2.7178001 8:-8.832358 9:8.324684 10:-3.3344343 11:4.0965037 12:-4.504067 13:4.4875083 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:312.19046 2:31.282501 3:4.1268315 4:-3.1668746 5:8.842151 6:-12.559718 7:-1.5928528 8:-10.465565 9:9.553724 10:-3.6622572 11:4.2972026 12:-4.4136224 13:5.2602763 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:306.33072 2:31.711647 3:6.417933 4:-3.8212304 5:9.37077 6:-12.740444 7:-2.4912078 8:-9.192788 9:8.785273 10:-4.7890162 11:5.860091 12:-4.406582 13:4.9467397 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:306.11826 2:31.753986 3:7.68209 4:-5.6813564 5:8.738782 6:-11.794139 7:-2.8345728 8:-8.648992 9:8.838051 10:-6.4202805 11:6.428761 12:-3.4157152 13:4.539563 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:306.84302 2:27.91015 3:10.058847 4:-4.906787 5:7.4445243 6:-11.988772 7:-3.3489225 8:-6.3818555 9:7.568181 10:-5.331876 11:5.576829 12:-3.695794 13:4.951745 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:300.97284 2:31.914265 3:7.9989104 4:-4.5611053 5:8.367832 6:-13.6463995 7:-3.7380693 8:-6.741566 9:9.716548 10:-6.315001 11:5.0232315 12:-4.295236 13:6.3773494 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:302.8166 2:29.661674 3:9.336039 4:-3.8139586 5:8.088924 6:-12.656817 7:-3.7334034 8:-8.50354 9:8.378556 10:-4.841639 11:6.2821035 12:-4.5088143 13:6.0542426 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:306.65192 2:25.48688 3:11.117028 4:-3.6025417 5:6.5882874 6:-12.038186 7:-4.1894712 8:-7.4850597 9:7.358254 10:-4.103946 11:6.068483 12:-2.897481 13:5.225848 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:299.105 2:31.476027 3:9.059043 4:-4.7574196 5:7.622477 6:-14.276311 7:-2.5487878 8:-7.883101 9:8.784223 10:-5.680202 11:7.920077 12:-2.9227116 13:4.2633257 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:308.0892 2:25.39885 3:9.969596 4:-6.1793914 5:5.6701126 6:-11.281475 7:-3.6883814 8:-6.2794647 9:8.227263 10:-3.7982116 11:5.433283 12:-3.7861295 13:5.046944 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:304.76184 2:32.12613 3:6.260444 4:-8.773222 5:6.0504637 6:-11.7511015 7:-3.8978 8:-6.2103667 9:11.394879 10:-6.1272573 11:5.47393 12:-4.5245585 13:5.232761 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:309.96686 2:28.767292 3:6.960765 4:-9.826907 5:4.561463 6:-11.900911 7:-2.6380405 8:-5.3252974 9:9.581623 10:-5.08882 11:5.1718774 12:-3.7462642 13:4.766194 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:307.66977 2:32.982265 3:3.5977154 4:-10.062014 5:4.9061494 6:-10.979396 7:0.4008276 8:-6.24924 9:10.737837 10:-6.7677083 11:3.4228907 12:-3.745742 13:5.4752746 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:307.93427 2:31.864862 3:4.5144687 4:-10.289601 5:4.2785454 6:-9.434298 7:1.6988683 8:-6.0958934 9:10.048038 10:-6.552578 11:2.2211537 12:-3.6522882 13:5.419222 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:311.4132 2:31.572233 3:2.6630232 4:-8.582204 5:2.7308311 6:-8.75378 7:3.8773897 8:-6.7806745 9:10.301703 10:-6.765924 11:2.42127 12:-3.4118996 13:6.337354 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:310.8208 2:30.701809 3:0.7945454 4:-7.625753 5:3.8933308 6:-7.372379 7:4.568814 8:-7.6881003 9:9.380456 10:-6.60947 11:3.190437 12:-3.5262249 13:5.9450536 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:312.46512 2:30.973307 3:0.60163176 4:-8.299993 5:5.514307 6:-6.2189517 7:5.1577616 8:-8.646064 9:7.6492243 10:-8.573251 11:3.1501164 12:-2.4926605 13:6.6065016 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:313.8214 2:32.166893 3:-1.3287213 4:-7.9971895 5:7.6194286 6:-5.897001 7:5.512315 8:-8.939105 9:6.662187 10:-7.986601 11:3.0058067 12:-3.4271913 13:6.8727446 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:312.98758 2:28.921991 3:-2.7022314 4:-4.632585 5:8.97123 6:-4.465708 7:6.5909324 8:-10.704493 9:5.6149225 10:-8.005976 11:2.2919276 12:-3.5463324 13:5.4764686 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:311.89066 2:28.000525 3:-1.4328542 4:-4.8160377 5:9.927112 6:-4.6093774 7:6.360328 8:-10.918632 9:6.03587 10:-6.9193187 11:3.675822 12:-2.929417 13:4.479594 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:309.4092 2:25.25198 3:0.38378465 4:-1.824081 5:12.181733 6:-4.0879965 7:5.29226 8:-10.101196 9:6.2931037 10:-4.0631943 11:4.481035 12:-4.229464 13:2.0407255 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:306.35336 2:25.897581 3:-0.97830504 4:1.0340873 5:14.717201 6:-2.6239092 7:4.038742 8:-10.368473 9:7.20709 10:-4.619091 11:5.8328342 12:-5.4767838 13:2.4464972 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:305.8761 2:22.847427 3:-2.063024 4:3.7030075 5:17.436878 6:-2.5270054 7:5.2808356 8:-7.8552647 9:8.703658 10:-6.562222 11:3.0610504 12:-5.1262527 13:1.8399173 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:308.31564 2:22.647125 3:-1.5928376 4:5.0668473 5:17.140682 6:-5.6440725 7:4.4794903 8:-7.9950643 9:9.06946 10:-4.619039 11:4.488323 12:-4.8710403 13:2.052223 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:318.4263 2:15.04991 3:-2.5939443 4:7.8393183 5:14.642139 6:-4.3106008 7:4.743824 8:-6.7511535 9:10.045958 10:-4.167024 11:1.839217 12:-5.389721 13:1.8949957 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:314.5866 2:14.489349 3:-2.7122633 4:7.976999 5:14.779039 6:-3.0661683 7:6.712621 8:-7.338834 9:10.858634 10:-5.857191 11:1.052637 12:-5.4975924 13:1.4251373 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:307.80127 2:13.912001 3:0.89242524 4:6.311527 5:9.315319 6:-1.8266966 7:7.2804117 8:-8.386787 9:11.459513 10:-4.7628407 11:-0.2749847 12:-4.3699183 13:1.5280153 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:305.14484 2:12.302402 3:3.8850641 4:4.309965 5:8.665963 6:-1.9367893 7:6.6192937 8:-6.938201 9:9.909952 10:-4.2415905 11:-1.4812101 12:-3.3154535 13:2.4017131 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:296.55405 2:0.9962989 3:10.127926 4:0.23267145 5:7.245082 6:1.2619401 7:2.1012113 8:-1.9553043 9:8.334725 10:-3.2679203 11:-3.4429982 12:-2.9828093 13:-0.19358374 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:300.53058 2:-2.174608 3:10.372651 4:0.5079788 5:4.784484 6:1.1760353 7:-0.1660559 8:-4.128591 9:5.2892942 10:-3.8542862 11:-3.8768415 12:-2.2481477 13:2.1389823 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:302.78128 2:-8.823408 3:12.842248 4:2.3794029 5:2.2130523 6:1.9069389 7:1.163421 8:-4.8151736 9:6.054334 10:-0.75336397 11:-2.4004097 12:-0.76028126 13:0.24328125 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
